council,year,type,process,tonnage
East Renfrewshire,2017,Plastic wastes,Managed by other methods,
East Renfrewshire,2017,Plastic wastes,Disposed by incineration,
East Renfrewshire,2017,Plastic wastes,Landfilled,
East Renfrewshire,2017,Rubber wastes,Generated,
East Renfrewshire,2017,Rubber wastes,Prepared for reuse,
East Renfrewshire,2017,Rubber wastes,Recycled,
East Renfrewshire,2017,Rubber wastes,Organics recycled,
East Renfrewshire,2017,Rubber wastes,Recovered by incineration,
East Renfrewshire,2017,Rubber wastes,Recovered by co-incineration,
East Renfrewshire,2017,Rubber wastes,Managed by other methods,
East Renfrewshire,2017,Rubber wastes,Disposed by incineration,
East Renfrewshire,2017,Rubber wastes,Landfilled,
East Renfrewshire,2017,Soils,Generated,0
East Renfrewshire,2017,Soils,Prepared for reuse,
East Renfrewshire,2017,Soils,Recycled,480.2
East Renfrewshire,2017,Soils,Organics recycled,
East Renfrewshire,2017,Soils,Recovered by incineration,
East Renfrewshire,2017,Soils,Recovered by co-incineration,
East Renfrewshire,2017,Soils,Managed by other methods,
East Renfrewshire,2017,Soils,Disposed by incineration,
East Renfrewshire,2017,Soils,Landfilled,
East Renfrewshire,2017,Textile wastes,Generated,281.48
East Renfrewshire,2017,Textile wastes,Prepared for reuse,
East Renfrewshire,2017,Textile wastes,Recycled,451.18
East Renfrewshire,2017,Textile wastes,Organics recycled,
East Renfrewshire,2017,Textile wastes,Recovered by incineration,
East Renfrewshire,2017,Textile wastes,Recovered by co-incineration,
East Renfrewshire,2017,Textile wastes,Managed by other methods,
East Renfrewshire,2017,Textile wastes,Disposed by incineration,
East Renfrewshire,2017,Textile wastes,Landfilled,
East Renfrewshire,2017,Used oils,Generated,5.81
East Renfrewshire,2017,Used oils,Prepared for reuse,
East Renfrewshire,2017,Used oils,Recycled,5.81
East Renfrewshire,2017,Used oils,Organics recycled,
East Renfrewshire,2017,Used oils,Recovered by incineration,
East Renfrewshire,2017,Used oils,Recovered by co-incineration,
East Renfrewshire,2017,Used oils,Managed by other methods,
East Renfrewshire,2017,Used oils,Disposed by incineration,
East Renfrewshire,2017,Used oils,Landfilled,
East Renfrewshire,2017,Vegetal wastes,Generated,8407.04
East Renfrewshire,2017,Vegetal wastes,Prepared for reuse,
East Renfrewshire,2017,Vegetal wastes,Recycled,
East Renfrewshire,2017,Vegetal wastes,Organics recycled,8407.04
East Renfrewshire,2017,Vegetal wastes,Recovered by incineration,
East Renfrewshire,2017,Vegetal wastes,Recovered by co-incineration,
East Renfrewshire,2017,Vegetal wastes,Managed by other methods,373.1
East Renfrewshire,2017,Vegetal wastes,Disposed by incineration,
East Renfrewshire,2017,Vegetal wastes,Landfilled,
East Renfrewshire,2017,Wood wastes,Generated,1763.06
East Renfrewshire,2017,Wood wastes,Prepared for reuse,
East Renfrewshire,2017,Wood wastes,Recycled,3077.76
East Renfrewshire,2017,Wood wastes,Organics recycled,
East Renfrewshire,2017,Wood wastes,Recovered by incineration,
East Renfrewshire,2017,Wood wastes,Recovered by co-incineration,
East Renfrewshire,2017,Wood wastes,Managed by other methods,
East Renfrewshire,2017,Wood wastes,Disposed by incineration,
East Renfrewshire,2017,Wood wastes,Landfilled,
East Renfrewshire,2017,Subtotal,Generated,47563.52
East Renfrewshire,2017,Subtotal,Prepared for reuse,
East Renfrewshire,2017,Subtotal,Recycled,21192.93
East Renfrewshire,2017,Subtotal,Organics recycled,10743.84
East Renfrewshire,2017,Subtotal,Recovered by incineration,
East Renfrewshire,2017,Subtotal,Recovered by co-incineration,
East Renfrewshire,2017,Subtotal,Managed by other methods,1480.42
East Renfrewshire,2017,Subtotal,Disposed by incineration,0
East Renfrewshire,2017,Subtotal,Landfilled,14146.37
East Renfrewshire,2018,Animal and mixed food waste,Generated,2460.25
East Renfrewshire,2018,Animal and mixed food waste,Prepared for reuse,
East Renfrewshire,2018,Animal and mixed food waste,Recycled,
East Renfrewshire,2018,Animal and mixed food waste,Organics recycled,2460.25
East Renfrewshire,2018,Animal and mixed food waste,Recovered by incineration,
East Renfrewshire,2018,Animal and mixed food waste,Recovered by co-incineration,
East Renfrewshire,2018,Animal and mixed food waste,Managed by other methods,
East Renfrewshire,2018,Animal and mixed food waste,Disposed by incineration,
East Renfrewshire,2018,Animal and mixed food waste,Landfilled,
East Renfrewshire,2018,Batteries and accumulators wastes,Generated,
East Renfrewshire,2018,Batteries and accumulators wastes,Prepared for reuse,
East Renfrewshire,2018,Batteries and accumulators wastes,Recycled,
East Renfrewshire,2018,Batteries and accumulators wastes,Organics recycled,
East Renfrewshire,2018,Batteries and accumulators wastes,Recovered by incineration,
East Renfrewshire,2018,Batteries and accumulators wastes,Recovered by co-incineration,
East Renfrewshire,2018,Batteries and accumulators wastes,Managed by other methods,
East Renfrewshire,2018,Batteries and accumulators wastes,Disposed by incineration,
East Renfrewshire,2018,Batteries and accumulators wastes,Landfilled,
East Renfrewshire,2018,Chemical wastes,Generated,8.28
East Renfrewshire,2018,Chemical wastes,Prepared for reuse,
East Renfrewshire,2018,Chemical wastes,Recycled,8.28
East Renfrewshire,2018,Chemical wastes,Organics recycled,
East Renfrewshire,2018,Chemical wastes,Recovered by incineration,
East Renfrewshire,2018,Chemical wastes,Recovered by co-incineration,
East Renfrewshire,2018,Chemical wastes,Managed by other methods,
East Renfrewshire,2018,Chemical wastes,Disposed by incineration,
East Renfrewshire,2018,Chemical wastes,Landfilled,
East Renfrewshire,2018,Combustion wastes,Generated,0
East Renfrewshire,2018,Combustion wastes,Prepared for reuse,
East Renfrewshire,2018,Combustion wastes,Recycled,
East Renfrewshire,2018,Combustion wastes,Organics recycled,
East Renfrewshire,2018,Combustion wastes,Recovered by incineration,
East Renfrewshire,2018,Combustion wastes,Recovered by co-incineration,
East Renfrewshire,2018,Combustion wastes,Managed by other methods,
East Renfrewshire,2018,Combustion wastes,Disposed by incineration,
East Renfrewshire,2018,Combustion wastes,Landfilled,200.84
East Renfrewshire,2018,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Generated,0
East Renfrewshire,2018,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Prepared for reuse,
East Renfrewshire,2018,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recycled,357.77
East Renfrewshire,2018,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Organics recycled,
East Renfrewshire,2018,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recovered by incineration,
East Renfrewshire,2018,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recovered by co-incineration,
East Renfrewshire,2018,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Managed by other methods,
East Renfrewshire,2018,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Disposed by incineration,
East Renfrewshire,2018,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Landfilled,
East Renfrewshire,2018,Discarded vehicles,Generated,
East Renfrewshire,2018,Discarded vehicles,Prepared for reuse,
East Renfrewshire,2018,Discarded vehicles,Recycled,
East Renfrewshire,2018,Discarded vehicles,Organics recycled,
East Renfrewshire,2018,Discarded vehicles,Recovered by incineration,
East Renfrewshire,2018,Discarded vehicles,Recovered by co-incineration,
East Renfrewshire,2018,Discarded vehicles,Managed by other methods,
East Renfrewshire,2018,Discarded vehicles,Disposed by incineration,
East Renfrewshire,2018,Discarded vehicles,Landfilled,
East Renfrewshire,2018,Glass wastes,Generated,0
East Renfrewshire,2018,Glass wastes,Prepared for reuse,
East Renfrewshire,2018,Glass wastes,Recycled,1028.38
East Renfrewshire,2018,Glass wastes,Organics recycled,
East Renfrewshire,2018,Glass wastes,Recovered by incineration,
East Renfrewshire,2018,Glass wastes,Recovered by co-incineration,
East Renfrewshire,2018,Glass wastes,Managed by other methods,
East Renfrewshire,2018,Glass wastes,Disposed by incineration,
East Renfrewshire,2018,Glass wastes,Landfilled,12.76
East Renfrewshire,2018,Health care and biological wastes,Generated,
East Renfrewshire,2018,Health care and biological wastes,Prepared for reuse,
East Renfrewshire,2018,Health care and biological wastes,Recycled,
East Renfrewshire,2018,Health care and biological wastes,Organics recycled,
East Renfrewshire,2018,Health care and biological wastes,Recovered by incineration,
East Renfrewshire,2018,Health care and biological wastes,Recovered by co-incineration,
East Renfrewshire,2018,Health care and biological wastes,Managed by other methods,
East Renfrewshire,2018,Health care and biological wastes,Disposed by incineration,
East Renfrewshire,2018,Health care and biological wastes,Landfilled,
East Renfrewshire,2018,Household and similar wastes,Generated,18513.25
East Renfrewshire,2018,Household and similar wastes,Prepared for reuse,
East Renfrewshire,2018,Household and similar wastes,Recycled,
East Renfrewshire,2018,Household and similar wastes,Organics recycled,
East Renfrewshire,2018,Household and similar wastes,Recovered by incineration,
East Renfrewshire,2018,Household and similar wastes,Recovered by co-incineration,
East Renfrewshire,2018,Household and similar wastes,Managed by other methods,
East Renfrewshire,2018,Household and similar wastes,Disposed by incineration,624.16
East Renfrewshire,2018,Household and similar wastes,Landfilled,13411.92
East Renfrewshire,2018,"Metallic wastes, ferrous",Generated,0
East Renfrewshire,2018,"Metallic wastes, ferrous",Prepared for reuse,
East Renfrewshire,2018,"Metallic wastes, ferrous",Recycled,7.67
East Renfrewshire,2018,"Metallic wastes, ferrous",Organics recycled,
East Renfrewshire,2018,"Metallic wastes, ferrous",Recovered by incineration,
East Renfrewshire,2018,"Metallic wastes, ferrous",Recovered by co-incineration,
East Renfrewshire,2018,"Metallic wastes, ferrous",Managed by other methods,
East Renfrewshire,2018,"Metallic wastes, ferrous",Disposed by incineration,
East Renfrewshire,2018,"Metallic wastes, ferrous",Landfilled,
East Renfrewshire,2018,"Metallic wastes, mixed ferrous and non-ferrous",Generated,452.06
East Renfrewshire,2018,"Metallic wastes, mixed ferrous and non-ferrous",Prepared for reuse,
East Renfrewshire,2018,"Metallic wastes, mixed ferrous and non-ferrous",Recycled,1540.35
East Renfrewshire,2018,"Metallic wastes, mixed ferrous and non-ferrous",Organics recycled,
East Renfrewshire,2018,"Metallic wastes, mixed ferrous and non-ferrous",Recovered by incineration,
East Renfrewshire,2018,"Metallic wastes, mixed ferrous and non-ferrous",Recovered by co-incineration,
East Renfrewshire,2018,"Metallic wastes, mixed ferrous and non-ferrous",Managed by other methods,
East Renfrewshire,2018,"Metallic wastes, mixed ferrous and non-ferrous",Disposed by incineration,
East Renfrewshire,2018,"Metallic wastes, mixed ferrous and non-ferrous",Landfilled,
East Renfrewshire,2018,"Metallic wastes, non-ferrous",Generated,0
East Renfrewshire,2018,"Metallic wastes, non-ferrous",Prepared for reuse,
East Renfrewshire,2018,"Metallic wastes, non-ferrous",Recycled,6.34
East Renfrewshire,2018,"Metallic wastes, non-ferrous",Organics recycled,
East Renfrewshire,2018,"Metallic wastes, non-ferrous",Recovered by incineration,
East Renfrewshire,2018,"Metallic wastes, non-ferrous",Recovered by co-incineration,
East Renfrewshire,2018,"Metallic wastes, non-ferrous",Managed by other methods,
East Renfrewshire,2018,"Metallic wastes, non-ferrous",Disposed by incineration,
East Renfrewshire,2018,"Metallic wastes, non-ferrous",Landfilled,
East Renfrewshire,2018,Mineral waste from construction and demolition,Generated,1418.94
East Renfrewshire,2018,Mineral waste from construction and demolition,Prepared for reuse,
East Renfrewshire,2018,Mineral waste from construction and demolition,Recycled,1616.94
East Renfrewshire,2018,Mineral waste from construction and demolition,Organics recycled,
East Renfrewshire,2018,Mineral waste from construction and demolition,Recovered by incineration,
East Renfrewshire,2018,Mineral waste from construction and demolition,Recovered by co-incineration,
East Renfrewshire,2018,Mineral waste from construction and demolition,Managed by other methods,
East Renfrewshire,2018,Mineral waste from construction and demolition,Disposed by incineration,
East Renfrewshire,2018,Mineral waste from construction and demolition,Landfilled,
East Renfrewshire,2018,Mixed and undifferentiated materials,Generated,9410.06
East Renfrewshire,2018,Mixed and undifferentiated materials,Prepared for reuse,
East Renfrewshire,2018,Mixed and undifferentiated materials,Recycled,189.01
East Renfrewshire,2018,Mixed and undifferentiated materials,Organics recycled,
East Renfrewshire,2018,Mixed and undifferentiated materials,Recovered by incineration,
East Renfrewshire,2018,Mixed and undifferentiated materials,Recovered by co-incineration,
East Renfrewshire,2018,Mixed and undifferentiated materials,Managed by other methods,0
East Renfrewshire,2018,Mixed and undifferentiated materials,Disposed by incineration,196.25
East Renfrewshire,2018,Mixed and undifferentiated materials,Landfilled,127.81
East Renfrewshire,2018,Paper and cardboard wastes,Generated,303.88
East Renfrewshire,2018,Paper and cardboard wastes,Prepared for reuse,
East Renfrewshire,2018,Paper and cardboard wastes,Recycled,4622.38
East Renfrewshire,2018,Paper and cardboard wastes,Organics recycled,
East Renfrewshire,2018,Paper and cardboard wastes,Recovered by incineration,
East Renfrewshire,2018,Paper and cardboard wastes,Recovered by co-incineration,
East Renfrewshire,2018,Paper and cardboard wastes,Managed by other methods,
East Renfrewshire,2018,Paper and cardboard wastes,Disposed by incineration,
East Renfrewshire,2018,Paper and cardboard wastes,Landfilled,
East Renfrewshire,2018,Plastic wastes,Generated,0
East Renfrewshire,2018,Plastic wastes,Prepared for reuse,
East Renfrewshire,2018,Plastic wastes,Recycled,3551.01
East Renfrewshire,2018,Plastic wastes,Organics recycled,
East Renfrewshire,2018,Plastic wastes,Recovered by incineration,
East Renfrewshire,2018,Plastic wastes,Recovered by co-incineration,
East Renfrewshire,2018,Plastic wastes,Managed by other methods,
East Renfrewshire,2018,Plastic wastes,Disposed by incineration,
East Renfrewshire,2018,Plastic wastes,Landfilled,
East Renfrewshire,2018,Rubber wastes,Generated,
East Renfrewshire,2018,Rubber wastes,Prepared for reuse,
East Renfrewshire,2018,Rubber wastes,Recycled,
East Renfrewshire,2018,Rubber wastes,Organics recycled,
East Renfrewshire,2018,Rubber wastes,Recovered by incineration,
East Renfrewshire,2018,Rubber wastes,Recovered by co-incineration,
East Renfrewshire,2018,Rubber wastes,Managed by other methods,
East Renfrewshire,2018,Rubber wastes,Disposed by incineration,
East Renfrewshire,2018,Rubber wastes,Landfilled,
East Renfrewshire,2018,Soils,Generated,0
East Renfrewshire,2018,Soils,Prepared for reuse,
East Renfrewshire,2018,Soils,Recycled,1290.3
East Renfrewshire,2018,Soils,Organics recycled,
East Renfrewshire,2018,Soils,Recovered by incineration,
East Renfrewshire,2018,Soils,Recovered by co-incineration,
East Renfrewshire,2018,Soils,Managed by other methods,
East Renfrewshire,2018,Soils,Disposed by incineration,
East Renfrewshire,2018,Soils,Landfilled,
East Renfrewshire,2018,Textile wastes,Generated,313.28
East Renfrewshire,2018,Textile wastes,Prepared for reuse,
East Renfrewshire,2018,Textile wastes,Recycled,433.28
East Renfrewshire,2018,Textile wastes,Organics recycled,
East Renfrewshire,2018,Textile wastes,Recovered by incineration,
East Renfrewshire,2018,Textile wastes,Recovered by co-incineration,
East Renfrewshire,2018,Textile wastes,Managed by other methods,
East Renfrewshire,2018,Textile wastes,Disposed by incineration,
East Renfrewshire,2018,Textile wastes,Landfilled,
East Renfrewshire,2018,Used oils,Generated,5.31
East Renfrewshire,2018,Used oils,Prepared for reuse,
East Renfrewshire,2018,Used oils,Recycled,5.31
East Renfrewshire,2018,Used oils,Organics recycled,
East Renfrewshire,2018,Used oils,Recovered by incineration,
East Renfrewshire,2018,Used oils,Recovered by co-incineration,
East Renfrewshire,2018,Used oils,Managed by other methods,
East Renfrewshire,2018,Used oils,Disposed by incineration,
East Renfrewshire,2018,Used oils,Landfilled,
East Renfrewshire,2018,Vegetal wastes,Generated,8587.15
East Renfrewshire,2018,Vegetal wastes,Prepared for reuse,
East Renfrewshire,2018,Vegetal wastes,Recycled,
East Renfrewshire,2018,Vegetal wastes,Organics recycled,8587.15
East Renfrewshire,2018,Vegetal wastes,Recovered by incineration,
East Renfrewshire,2018,Vegetal wastes,Recovered by co-incineration,
East Renfrewshire,2018,Vegetal wastes,Managed by other methods,264.1
East Renfrewshire,2018,Vegetal wastes,Disposed by incineration,
East Renfrewshire,2018,Vegetal wastes,Landfilled,
East Renfrewshire,2018,Wood wastes,Generated,2455.03
East Renfrewshire,2018,Wood wastes,Prepared for reuse,
East Renfrewshire,2018,Wood wastes,Recycled,3385.23
East Renfrewshire,2018,Wood wastes,Organics recycled,
East Renfrewshire,2018,Wood wastes,Recovered by incineration,
East Renfrewshire,2018,Wood wastes,Recovered by co-incineration,
East Renfrewshire,2018,Wood wastes,Managed by other methods,
East Renfrewshire,2018,Wood wastes,Disposed by incineration,
East Renfrewshire,2018,Wood wastes,Landfilled,
East Renfrewshire,2018,Subtotal,Generated,43927.49
East Renfrewshire,2018,Subtotal,Prepared for reuse,
East Renfrewshire,2018,Subtotal,Recycled,18042.25
East Renfrewshire,2018,Subtotal,Organics recycled,11047.4
East Renfrewshire,2018,Subtotal,Recovered by incineration,
East Renfrewshire,2018,Subtotal,Recovered by co-incineration,
East Renfrewshire,2018,Subtotal,Managed by other methods,264.1
East Renfrewshire,2018,Subtotal,Disposed by incineration,820.41
East Renfrewshire,2018,Subtotal,Landfilled,13753.33
Falkirk,2011,Animal and mixed food waste,Generated,0
Falkirk,2011,Animal and mixed food waste,Prepared for reuse,0
Falkirk,2011,Animal and mixed food waste,Recycled,0
Falkirk,2011,Animal and mixed food waste,Organics recycled,0
Falkirk,2011,Animal and mixed food waste,Recovered by incineration,0
Falkirk,2011,Animal and mixed food waste,Recovered by co-incineration,0
Falkirk,2011,Animal and mixed food waste,Managed by other methods,0
Falkirk,2011,Animal and mixed food waste,Disposed by incineration,0
Falkirk,2011,Animal and mixed food waste,Landfilled,0
Falkirk,2011,Batteries and accumulators wastes,Generated,13.19
Falkirk,2011,Batteries and accumulators wastes,Prepared for reuse,0
Falkirk,2011,Batteries and accumulators wastes,Recycled,13.19
Falkirk,2011,Batteries and accumulators wastes,Organics recycled,0
Falkirk,2011,Batteries and accumulators wastes,Recovered by incineration,0
Falkirk,2011,Batteries and accumulators wastes,Recovered by co-incineration,0
Falkirk,2011,Batteries and accumulators wastes,Managed by other methods,0
Falkirk,2011,Batteries and accumulators wastes,Disposed by incineration,0
Falkirk,2011,Batteries and accumulators wastes,Landfilled,0
Falkirk,2011,Chemical wastes,Generated,12.97
Falkirk,2011,Chemical wastes,Prepared for reuse,0
Falkirk,2011,Chemical wastes,Recycled,12.97
Falkirk,2011,Chemical wastes,Organics recycled,0
Falkirk,2011,Chemical wastes,Recovered by incineration,0
Falkirk,2011,Chemical wastes,Recovered by co-incineration,0
Falkirk,2011,Chemical wastes,Managed by other methods,0
Falkirk,2011,Chemical wastes,Disposed by incineration,0
Falkirk,2011,Chemical wastes,Landfilled,0
Falkirk,2011,Combustion wastes,Generated,0
Falkirk,2011,Combustion wastes,Prepared for reuse,0
Falkirk,2011,Combustion wastes,Recycled,0
Falkirk,2011,Combustion wastes,Organics recycled,0
Falkirk,2011,Combustion wastes,Recovered by incineration,0
Falkirk,2011,Combustion wastes,Recovered by co-incineration,0
Falkirk,2011,Combustion wastes,Managed by other methods,0
Falkirk,2011,Combustion wastes,Disposed by incineration,0
Falkirk,2011,Combustion wastes,Landfilled,0
Falkirk,2011,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Generated,1218.01
Falkirk,2011,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Prepared for reuse,0
Falkirk,2011,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recycled,1218.01
Falkirk,2011,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Organics recycled,0
Falkirk,2011,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recovered by incineration,0
Falkirk,2011,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recovered by co-incineration,0
Falkirk,2011,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Managed by other methods,0
Falkirk,2011,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Disposed by incineration,0
Falkirk,2011,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Landfilled,0
Falkirk,2011,Discarded vehicles,Generated,63.17
Falkirk,2011,Discarded vehicles,Prepared for reuse,63.17
Falkirk,2011,Discarded vehicles,Recycled,0
Falkirk,2011,Discarded vehicles,Organics recycled,0
Falkirk,2011,Discarded vehicles,Recovered by incineration,0
Falkirk,2011,Discarded vehicles,Recovered by co-incineration,0
Falkirk,2011,Discarded vehicles,Managed by other methods,0
Falkirk,2011,Discarded vehicles,Disposed by incineration,0
Falkirk,2011,Discarded vehicles,Landfilled,0
Falkirk,2011,Glass wastes,Generated,3132.48
Falkirk,2011,Glass wastes,Prepared for reuse,0
Falkirk,2011,Glass wastes,Recycled,3132.48
Falkirk,2011,Glass wastes,Organics recycled,0
Falkirk,2011,Glass wastes,Recovered by incineration,0
Falkirk,2011,Glass wastes,Recovered by co-incineration,0
Falkirk,2011,Glass wastes,Managed by other methods,0
Falkirk,2011,Glass wastes,Disposed by incineration,0
Falkirk,2011,Glass wastes,Landfilled,0
Falkirk,2011,Health care and biological wastes,Generated,0
Falkirk,2011,Health care and biological wastes,Prepared for reuse,0
Falkirk,2011,Health care and biological wastes,Recycled,0
Falkirk,2011,Health care and biological wastes,Organics recycled,0
Falkirk,2011,Health care and biological wastes,Recovered by incineration,0
Falkirk,2011,Health care and biological wastes,Recovered by co-incineration,0
Falkirk,2011,Health care and biological wastes,Managed by other methods,0
Falkirk,2011,Health care and biological wastes,Disposed by incineration,0
Falkirk,2011,Health care and biological wastes,Landfilled,0
Falkirk,2011,Household and similar wastes,Generated,50660.73
Falkirk,2011,Household and similar wastes,Prepared for reuse,180.78
Falkirk,2011,Household and similar wastes,Recycled,315.29
Falkirk,2011,Household and similar wastes,Organics recycled,0
Falkirk,2011,Household and similar wastes,Recovered by incineration,0
Falkirk,2011,Household and similar wastes,Recovered by co-incineration,0
Falkirk,2011,Household and similar wastes,Managed by other methods,0
Falkirk,2011,Household and similar wastes,Disposed by incineration,0
Falkirk,2011,Household and similar wastes,Landfilled,36969.43
Falkirk,2011,"Metallic wastes, ferrous",Generated,0
Falkirk,2011,"Metallic wastes, ferrous",Prepared for reuse,0
Falkirk,2011,"Metallic wastes, ferrous",Recycled,0
Falkirk,2011,"Metallic wastes, ferrous",Organics recycled,0
Falkirk,2011,"Metallic wastes, ferrous",Recovered by incineration,0
Falkirk,2011,"Metallic wastes, ferrous",Recovered by co-incineration,0
Falkirk,2011,"Metallic wastes, ferrous",Managed by other methods,0
Falkirk,2011,"Metallic wastes, ferrous",Disposed by incineration,0
Falkirk,2011,"Metallic wastes, ferrous",Landfilled,0
Falkirk,2011,"Metallic wastes, mixed ferrous and non-ferrous",Generated,323.96
Falkirk,2011,"Metallic wastes, mixed ferrous and non-ferrous",Prepared for reuse,0
Falkirk,2011,"Metallic wastes, mixed ferrous and non-ferrous",Recycled,955.4
Falkirk,2011,"Metallic wastes, mixed ferrous and non-ferrous",Organics recycled,0
Falkirk,2011,"Metallic wastes, mixed ferrous and non-ferrous",Recovered by incineration,0
Falkirk,2011,"Metallic wastes, mixed ferrous and non-ferrous",Recovered by co-incineration,0
Falkirk,2011,"Metallic wastes, mixed ferrous and non-ferrous",Managed by other methods,0
Falkirk,2011,"Metallic wastes, mixed ferrous and non-ferrous",Disposed by incineration,0
Falkirk,2011,"Metallic wastes, mixed ferrous and non-ferrous",Landfilled,0
Falkirk,2011,"Metallic wastes, non-ferrous",Generated,0
Falkirk,2011,"Metallic wastes, non-ferrous",Prepared for reuse,0
Falkirk,2011,"Metallic wastes, non-ferrous",Recycled,0
Falkirk,2011,"Metallic wastes, non-ferrous",Organics recycled,0
Falkirk,2011,"Metallic wastes, non-ferrous",Recovered by incineration,0
Falkirk,2011,"Metallic wastes, non-ferrous",Recovered by co-incineration,0
Falkirk,2011,"Metallic wastes, non-ferrous",Managed by other methods,0
Falkirk,2011,"Metallic wastes, non-ferrous",Disposed by incineration,0
Falkirk,2011,"Metallic wastes, non-ferrous",Landfilled,0
Falkirk,2011,Mineral waste from construction and demolition,Generated,3364.71
Falkirk,2011,Mineral waste from construction and demolition,Prepared for reuse,0
Falkirk,2011,Mineral waste from construction and demolition,Recycled,4768.68
Falkirk,2011,Mineral waste from construction and demolition,Organics recycled,0
Falkirk,2011,Mineral waste from construction and demolition,Recovered by incineration,0
Falkirk,2011,Mineral waste from construction and demolition,Recovered by co-incineration,0
Falkirk,2011,Mineral waste from construction and demolition,Managed by other methods,0
Falkirk,2011,Mineral waste from construction and demolition,Disposed by incineration,0
Falkirk,2011,Mineral waste from construction and demolition,Landfilled,0
Falkirk,2011,Mixed and undifferentiated materials,Generated,1397.44
Falkirk,2011,Mixed and undifferentiated materials,Prepared for reuse,0
Falkirk,2011,Mixed and undifferentiated materials,Recycled,1333.48
Falkirk,2011,Mixed and undifferentiated materials,Organics recycled,0
Falkirk,2011,Mixed and undifferentiated materials,Recovered by incineration,0
Falkirk,2011,Mixed and undifferentiated materials,Recovered by co-incineration,0
Falkirk,2011,Mixed and undifferentiated materials,Managed by other methods,0
Falkirk,2011,Mixed and undifferentiated materials,Disposed by incineration,0
Falkirk,2011,Mixed and undifferentiated materials,Landfilled,0
Falkirk,2011,Paper and cardboard wastes,Generated,539.7
Falkirk,2011,Paper and cardboard wastes,Prepared for reuse,0
Falkirk,2011,Paper and cardboard wastes,Recycled,9070.84
Falkirk,2011,Paper and cardboard wastes,Organics recycled,0
Falkirk,2011,Paper and cardboard wastes,Recovered by incineration,0
Falkirk,2011,Paper and cardboard wastes,Recovered by co-incineration,0
Falkirk,2011,Paper and cardboard wastes,Managed by other methods,0
Falkirk,2011,Paper and cardboard wastes,Disposed by incineration,0
Falkirk,2011,Paper and cardboard wastes,Landfilled,0
Falkirk,2011,Plastic wastes,Generated,274.2
Falkirk,2011,Plastic wastes,Prepared for reuse,0
Falkirk,2011,Plastic wastes,Recycled,1378.59
Falkirk,2011,Plastic wastes,Organics recycled,0
Falkirk,2011,Plastic wastes,Recovered by incineration,0
Falkirk,2011,Plastic wastes,Recovered by co-incineration,0
Falkirk,2011,Plastic wastes,Managed by other methods,0
Falkirk,2011,Plastic wastes,Disposed by incineration,0
Falkirk,2011,Plastic wastes,Landfilled,0
Falkirk,2011,Rubber wastes,Generated,66.06
Falkirk,2011,Rubber wastes,Prepared for reuse,0
Falkirk,2011,Rubber wastes,Recycled,66.06
Falkirk,2011,Rubber wastes,Organics recycled,0
Falkirk,2011,Rubber wastes,Recovered by incineration,0
Falkirk,2011,Rubber wastes,Recovered by co-incineration,0
Falkirk,2011,Rubber wastes,Managed by other methods,0
Falkirk,2011,Rubber wastes,Disposed by incineration,0
Falkirk,2011,Rubber wastes,Landfilled,0
Falkirk,2011,Soils,Generated,40.29
Falkirk,2011,Soils,Prepared for reuse,0
Falkirk,2011,Soils,Recycled,333.47
Falkirk,2011,Soils,Organics recycled,0
Falkirk,2011,Soils,Recovered by incineration,0
Falkirk,2011,Soils,Recovered by co-incineration,0
Falkirk,2011,Soils,Managed by other methods,0
Falkirk,2011,Soils,Disposed by incineration,0
Falkirk,2011,Soils,Landfilled,0
Falkirk,2011,Textile wastes,Generated,461.47
Falkirk,2011,Textile wastes,Prepared for reuse,205.75
Falkirk,2011,Textile wastes,Recycled,247.11
Falkirk,2011,Textile wastes,Organics recycled,0
Falkirk,2011,Textile wastes,Recovered by incineration,0
Falkirk,2011,Textile wastes,Recovered by co-incineration,0
Falkirk,2011,Textile wastes,Managed by other methods,0
Falkirk,2011,Textile wastes,Disposed by incineration,0
Falkirk,2011,Textile wastes,Landfilled,0
Falkirk,2011,Used oils,Generated,4.3
Falkirk,2011,Used oils,Prepared for reuse,0
Falkirk,2011,Used oils,Recycled,4.3
Falkirk,2011,Used oils,Organics recycled,0
Falkirk,2011,Used oils,Recovered by incineration,0
